328,"{""0"": ""A"", ""1"": ""A"", ""2"": ""G"", ""3"": ""C"", ""4"": ""F"", ""5"": ""A"", ""6"": ""E"", ""7"": ""D"", ""8"": ""D"", ""9"": ""E"", ""10"": ""F"", ""11"": ""B""}"
328,"{""0"": ""A"", ""1"": ""A"", ""2"": ""G"", ""3"": ""C"", ""4"": ""F"", ""5"": ""A"", ""6"": ""E"", ""7"": ""D"", ""8"": ""D"", ""9"": ""E"", ""10"": ""F"", ""11"": ""B""}"
328,"{""0"": ""A"", ""1"": ""A"", ""2"": ""G"", ""3"": ""C"", ""4"": ""F"", ""5"": ""A"", ""6"": ""E"", ""7"": ""D"", ""8"": ""D"", ""9"": ""E"", ""10"": ""F"", ""11"": ""B""}"
328,"{""0"": ""A"", ""1"": ""A"", ""2"": ""G"", ""3"": ""C"", ""4"": ""F"", ""5"": ""A"", ""6"": ""E"", ""7"": ""D"", ""8"": ""D"", ""9"": ""E"", ""10"": ""F"", ""11"": ""B""}"
328,"{""0"": ""A"", ""1"": ""A"", ""2"": ""G"", ""3"": ""C"", ""4"": ""F"", ""5"": ""A"", ""6"": ""E"", ""7"": ""D"", ""8"": ""D"", ""9"": ""E"", ""10"": ""F"", ""11"": ""B""}"
328,"{""0"": ""A"", ""1"": ""A"", ""2"": ""G"", ""3"": ""C"", ""4"": ""F"", ""5"": ""A"", ""6"": ""E"", ""7"": ""D"", ""8"": ""D"", ""9"": ""E"", ""10"": ""F"", ""11"": ""B""}"
328,"{""0"": ""A"", ""1"": ""A"", ""2"": ""G"", ""3"": ""C"", ""4"": ""F"", ""5"": ""A"", ""6"": ""E"", ""7"": ""D"", ""8"": ""D"", ""9"": ""E"", ""10"": ""F"", ""11"": ""B""}"
328,"{""0"": ""A"", ""1"": ""A"", ""2"": ""G"", ""3"": ""C"", ""4"": ""F"", ""5"": ""A"", ""6"": ""E"", ""7"": ""D"", ""8"": ""D"", ""9"": ""E"", ""10"": ""F"", ""11"": ""B""}"
328,"{""0"": ""A"", ""1"": ""A"", ""2"": ""G"", ""3"": ""C"", ""4"": ""F"", ""5"": ""A"", ""6"": ""E"", ""7"": ""D"", ""8"": ""D"", ""9"": ""E"", ""10"": ""F"", ""11"": ""B""}"
326,"{""0"": ""A"", ""1"": ""A"", ""2"": ""G"", ""3"": ""C"", ""4"": ""F"", ""5"": ""A"", ""6"": ""E"", ""7"": ""C"", ""8"": ""D"", ""9"": ""E"", ""10"": ""F"", ""11"": ""B""}"
